CustomerID,frequency,recency,T,monetary_value,life_time_value,predicted_puchase_freqeuncy,predicted_averaged_revenue
User03312,1.0,302.0,319.0,291.6,505.506177614488,1.5657287849128239,349.0061278787146
User03335,4.0,210.0,234.0,726.2475,4465.260425822079,6.383634344203563,756.1394752070033
User03427,15.0,326.0,327.0,431.4646666666667,6543.8660080169275,16.217828797949945,436.1790553576812
User03450,13.0,361.0,372.0,462.16769230769233,5412.496817754109,12.502379265206116,467.98087564079407
User03519,19.0,365.0,366.0,471.8752631578947,8081.6613368039125,18.356633205108995,475.9164738527658
User03542,7.0,314.0,337.0,192.78857142857143,1390.9633289337783,7.606000779377011,197.688968735057
User03703,3.0,237.0,253.0,197.63333333333333,893.8440071703887,4.608212608307441,209.67774912612984
User03726,3.0,302.0,360.0,225.74,733.5304064344198,3.3137048858888405,239.29157810650145
User03795,1.0,15.0,134.0,339.3,1288.1615960743766,3.435701221299948,405.3013768496458
User03864,7.0,215.0,227.0,233.65,2432.5055899217923,10.980983072638828,239.46152603456284
User03887,2.0,193.0,263.0,594.3900000000001,1887.8091213142388,3.1602334654993793,645.7464589591572
User03933,1.0,216.0,235.0,230.16,531.9384132104551,2.0796831308881223,276.49501473879815
User04025,8.0,159.0,232.0,411.685,4745.339763360785,12.207137153388496,420.2198950186268
User04048,2.0,95.0,103.0,361.265,2634.9482414894073,7.241225927571005,393.3535843574199
User04163,9.0,276.0,284.0,191.18444444444447,2041.9046437031154,11.322353243417195,194.94938862861312
User04186,2.0,108.0,299.0,228.89,648.7133876242281,2.8045967145800446,250.0377375996506
User04209,5.0,349.0,352.0,670.7,3423.2998514347164,5.342421570701282,692.6756277467191
User04255,1.0,259.0,280.0,75.45,153.64600178345736,1.7686643244287608,93.90721666138161
User04370,1.0,11.0,200.0,107.65,293.9844796190676,2.409192935704306,131.9094602015071
User04393,2.0,224.0,245.0,224.535,765.7393152707135,3.374163804629768,245.32279510575006
User04439,5.0,324.0,359.0,694.056,3477.093105161829,5.243982788435084,716.7672987461413
User04485,1.0,270.0,301.0,258.42,473.8831526885729,1.6532810274833831,309.8472943178027
User04531,1.0,195.0,255.0,331.96,707.7629921102895,1.9289271526220582,396.6387536327352
User04554,4.0,269.0,365.0,188.345,768.0056072147186,4.216609646550318,196.89020619986312
User04600,2.0,250.0,329.0,3914.945,10059.120122241575,2.5641344090494225,4240.746659380268
User04669,3.0,234.0,357.0,927.11,3022.623180254279,3.3400110495877047,978.2711048604115
User04692,1.0,35.0,196.0,8.25,33.13473607972281,2.453622379037807,14.598186664598007
User04715,2.0,333.0,354.0,570.25,1371.7201885540576,2.3931467852709782,619.6112782926223
User04784,2.0,223.0,305.0,938.19,2592.4394302596866,2.752962624158842,1017.9616666291936
User04830,2.0,112.0,157.0,32.3,173.54895636085743,5.043221915813297,37.19949537785753
User04876,2.0,138.0,143.0,420.85,2318.5564405326068,5.474001993326101,457.86330846742317
User04899,3.0,289.0,311.0,435.03000000000003,1617.5860045545119,3.802922279955332,459.80432480842177
User04922,2.0,225.0,233.0,263.74,940.678651991852,3.533635534931529,287.7681040548594
User04945,8.0,270.0,299.0,255.455,2329.609553047934,9.65047353046933,260.9502009524143
User04991,7.0,360.0,364.0,819.4300000000001,5484.641370663554,7.072455160302202,838.3032569870214
User05014,2.0,104.0,113.0,34.975,248.52862427599146,6.700434719401525,40.095585199024924
User05037,5.0,224.0,302.0,312.27200000000005,1843.2534381569885,6.16967643096267,322.95780564615166
User05083,1.0,250.0,288.0,208.59,400.0980773124077,1.7228589252934396,251.0382323425091
User05129,22.0,355.0,358.0,423.6668181818182,8541.961455359033,21.63415008938248,426.8161951747456
User05152,5.0,200.0,310.0,217.56,1254.5834781432018,6.020515584331424,225.26255201979163
User05175,9.0,357.0,373.0,597.4566666666666,4931.227665052374,8.764120338008395,608.2328081670199
User05198,1.0,86.0,158.0,312.96,1029.8046259492014,2.9747925616049025,374.21506955626364
User05244,1.0,107.0,151.0,154.99,537.7952167228402,3.095929717313258,187.7798393688841
User05267,4.0,161.0,190.0,143.0225,1068.9565997565203,7.715446253605041,149.7690736626912
User05313,13.0,366.0,369.0,450.54999999999995,5317.133032157271,12.598575934854368,456.2251149943037
User05336,2.0,150.0,213.0,654.555,2522.4922419546992,3.835784033709294,710.8841203014134
User05359,2.0,190.0,309.0,134.07500000000002,370.79697963007516,2.7195833244887373,147.38623988227278
User05382,16.0,365.0,366.0,459.455,6666.524599007548,15.526448807034768,464.1415745422647
User05405,8.0,362.0,371.0,258.06875,1921.031222461779,7.877487930720303,263.61480546413145
User05520,1.0,306.0,371.0,377.64,565.9947721194592,1.3579773808819544,450.55001092816786
User05543,13.0,352.0,371.0,263.8646153846154,3099.6278540550534,12.53428118047625,267.3211020791627
User05566,22.0,368.0,368.0,804.105,15792.170308891727,21.077860103984886,809.9130974446322
User05589,1.0,52.0,358.0,145.5,229.4357395524121,1.404569300002915,176.57979926963594
User05612,2.0,225.0,296.0,449.41,1280.1359684223942,2.831146965779226,488.78380390388696
User05658,9.0,356.0,360.0,223.81666666666666,1912.8049696217593,9.063236613498633,228.1447577665022
User05750,4.0,224.0,261.0,377.26250000000005,2100.144284491302,5.772219766485012,393.30493522167734
User05819,1.0,332.0,358.0,509.23,787.202384104935,1.4045693014248322,605.8517260662148
User05842,4.0,357.0,362.0,341.43,1399.7200405970827,4.249646495870258,356.05041524510466
User05865,10.0,266.0,267.0,428.334,5340.235168016289,13.258716118958244,435.3935904319629
User05934,20.0,355.0,369.0,311.7905,5570.037908423042,19.15152839661132,314.3965944381068
User05957,2.0,90.0,218.0,169.03,643.5126891780428,3.7555041124695947,185.23028462952735
User06049,2.0,336.0,358.0,565.125,1345.0851338902764,2.3678826724309485,614.0626949903857
User06072,26.0,368.0,372.0,894.6938461538462,20467.004263819308,24.57922561781942,900.1382254284807
User06095,5.0,276.0,336.0,187.294,1001.9806427714236,5.5819245266005595,194.0432287423251
User06118,1.0,112.0,117.0,124.00999999999999,539.8599095240579,3.859244899904414,151.21743238524783
User06141,2.0,300.0,309.0,400.18,1095.6008843065274,2.7195833244887373,435.48492469040264
User06187,9.0,351.0,361.0,629.3644444444444,5357.60008918517,9.039504687014649,640.6912308417028
User06210,10.0,357.0,369.0,275.394,2536.603766333112,9.790167736958555,280.0822722980763
User06233,4.0,217.0,218.0,230.8175,1518.8065382733662,6.811168455923708,241.04823591325123
User06256,2.0,323.0,368.0,393.14,913.1214328650194,2.306996092101779,427.8630658713303
User06279,4.0,201.0,215.0,309.84499999999997,2062.405775890398,6.897787594004756,323.21195816117114
User06302,1.0,39.0,148.0,278.13,970.957967778658,3.1509193964529065,333.108916062395
User06325,1.0,20.0,85.0,223.49999999999997,1248.847585608185,5.02539366421617,268.63492337304547
User06348,16.0,354.0,364.0,552.121875,8051.957047951583,15.607126516561603,557.7012521514897
User06371,5.0,116.0,134.0,1154.914,14183.481250818118,12.861101377371524,1192.1414772635096
User06394,2.0,77.0,109.0,664.9000000000001,4613.5903736926175,6.906759724208771,722.0841386939281
User06440,7.0,343.0,369.0,291.98857142857145,1931.7883030018893,6.981759539062743,299.10093177661514
User06486,3.0,189.0,373.0,66.38333333333334,211.61746354267487,3.204341850826441,71.38973725443489
User06716,3.0,246.0,246.0,245.51333333333332,1137.981690680052,4.729072171905243,260.12521585692417
User06739,4.0,217.0,246.0,173.1825,1021.5201431670667,6.096622563930802,181.1259793347328
User06762,19.0,353.0,367.0,685.3210526315789,11705.348223941324,18.309310169509683,691.0913817639004
User06785,2.0,63.0,366.0,182.925,429.62237856272765,2.318921616021934,200.27371194359122
User06831,2.0,306.0,371.0,110.175,257.33665022052526,2.2893360310131525,121.51089531184266
User06946,3.0,185.0,322.0,110.64999999999999,401.90827114051035,3.6809273144227994,118.03011306792335
User06992,9.0,313.0,373.0,434.0911111111111,3583.889667885842,8.764120338008395,442.04798985605595
User07038,3.0,99.0,149.0,188.73333333333335,1376.542156748729,7.429004017231405,200.30050489254444
User07061,4.0,194.0,273.0,411.71,2197.827001245281,5.536539265416054,429.11949119441107
User07084,5.0,313.0,371.0,664.1899999999999,3225.754729938246,5.083411980866723,685.9605747322372
User07222,5.0,293.0,326.0,435.412,2390.5227955020277,5.742833004816741,449.9764889339078
User07268,2.0,203.0,271.0,249.625,774.7692031847199,3.0736222389348975,272.48649365269955
User07291,1.0,242.0,361.0,150.6,235.39264791532742,1.3935357809218152,182.5987881533204
User07383,2.0,355.0,365.0,38.7,94.90861783888397,2.324930732630239,44.128457940650534
User07429,3.0,67.0,75.0,411.83666666666664,5300.744759367894,13.161464312464538,435.367296577228
User07498,3.0,202.0,266.0,181.98333333333335,786.234860313988,4.399405910146327,193.18854999628584
User07521,1.0,277.0,285.0,333.05,640.4222681942207,1.7397551884399425,397.92516498238547
User07544,11.0,358.0,366.0,418.4136363636364,4246.646614888491,10.809474810244465,424.68277821073127
User07590,16.0,371.0,372.0,339.9325,4857.9317955198385,15.289343808116886,343.46753037007727
User07636,12.0,357.0,367.0,178.60083333333333,1965.5239545223194,11.722570945315095,181.25024081510023
User07728,9.0,287.0,311.0,149.21666666666667,1465.0151123802907,10.401283648629974,152.25735663204495
User07774,1.0,180.0,191.0,718.05,1980.1840852706594,2.5115179823595573,852.2998160056247
User07820,2.0,275.0,290.0,787.22,2281.1820456586124,2.885784630036552,854.5139356753093
User07866,1.0,83.0,284.0,114.60000000000001,226.23604801011425,1.7454611630055326,140.11180779790064
User07889,1.0,66.0,77.0,198.4,1201.9318616175049,5.436046464304922,239.0120565141278
User07912,2.0,349.0,372.0,579.605,1330.2723832259526,2.283509274533484,629.7394727887048
User07981,13.0,362.0,369.0,300.29,3545.0968452301004,12.598575934854368,304.1793775140601
User08050,1.0,186.0,211.0,277.82,706.402916300711,2.294914994501822,332.7430559537789
User08096,12.0,351.0,358.0,348.3625,3921.1660569110154,12.001016380906734,353.19970077664726
User08165,4.0,242.0,254.0,355.71,2030.923246938581,5.919202132228702,370.8971199200633
User08188,1.0,337.0,361.0,902.53,1379.3920062733564,1.393535781010349,1070.021986449176
User08280,6.0,230.0,233.0,419.04333333333335,3698.899743915434,9.283917672022444,430.68961564994703
User08303,2.0,154.0,212.0,343.25,1332.2591709159337,3.8522536532659704,373.84963739355806
User08326,4.0,199.0,311.0,179.89249999999998,853.1035040477065,4.90264917473444,188.10226703564123
User08349,2.0,70.0,281.0,382.115,1143.4451366282156,2.97181315379123,415.926845206519
User08372,3.0,67.0,78.0,149.36,1874.9830628832688,12.762231154897192,158.81585736928193
User08395,24.0,352.0,360.0,2023.0933333333332,44147.34343335139,23.43706593252322,2036.2188531195848
User08441,6.0,282.0,326.0,966.7666666666668,6240.096570531114,6.79500764940444,992.714765990966
User08464,7.0,352.0,364.0,365.8957142857143,2451.20616417515,7.072455160302202,374.656057179193
User08487,2.0,253.0,316.0,295.46500000000003,793.5453878799885,2.66307679376573,322.1151880087044
User08579,4.0,335.0,359.0,195.32,808.8689029027071,4.283205116157684,204.14201047912337
User08602,6.0,252.0,256.0,379.99333333333334,3076.1139957317155,8.51277409983257,390.61996591044937
User08648,2.0,324.0,354.0,373.7,900.6262620201984,2.3931467852709782,406.8163420868466
User08694,8.0,92.0,94.0,274.485,6968.1833233718835,26.86837602697936,280.3504587651265
User08717,16.0,365.0,372.0,973.288125,13902.285884156268,15.289343808116886,982.9252447581919
User08763,13.0,368.0,369.0,397.6284615384615,4693.0222826450645,12.598575934854368,402.6746401908051
User08786,15.0,364.0,366.0,250.48533333333333,3417.6436837021524,14.583054007676743,253.33863072398017
User08924,2.0,332.0,368.0,177.125,414.0118731719562,2.306996092101779,193.99433962106005
User09108,10.0,277.0,291.0,187.149,2156.398937572826,12.238489797186967,190.46904313157432
User09407,1.0,20.0,43.0,177.2,1648.6858830655578,8.328439061396013,213.99194586038058
User09522,1.0,305.0,312.0,144.0,258.52099582541535,1.5986518315588139,174.80950842149346
User09545,2.0,256.0,319.0,247.67000000000002,660.1897573882064,2.6395721846893494,270.3699121198464
User09637,1.0,132.0,143.0,113.42,416.678730884673,3.2470422818174716,138.71917899736187
User09660,11.0,366.0,369.0,602.2809090909091,6064.099467126779,10.72630380292382,611.1380777017191
User09683,1.0,91.0,364.0,1145.6,1735.5692508603927,1.3826742552770603,1356.8917174211726
User09729,2.0,24.0,284.0,137.3,410.7044261589907,2.9425726738037596,150.8777874236802
User09775,7.0,223.0,240.0,297.72285714285715,2943.525930506494,10.433829145008877,304.96308067708765
User09798,4.0,183.0,184.0,420.20250000000004,3217.3334333118955,7.941373756269698,437.9490177666861
User09913,12.0,325.0,327.0,322.785,3957.320034022286,13.07037792720406,327.2925722798343
User09936,6.0,274.0,276.0,263.31333333333333,1989.5692227129666,7.939331370343501,270.893289044775
User09982,2.0,42.0,134.0,149.065,876.663332949634,5.7920512625280836,163.6151693848145
User10005,11.0,285.0,327.0,857.9554545454546,9679.440573492735,12.021227636955452,870.411374345763
User100119,6.0,341.0,358.0,755.1333333333333,4463.33420662146,6.2211361558212745,775.5553923707606
User100142,1.0,245.0,289.0,166.67000000000002,320.211544437713,1.7172995329935208,201.56450410642032
User100165,3.0,208.0,282.0,204.0,834.1247787224744,4.167017800025549,216.38581522581077
User100211,8.0,316.0,325.0,388.96500000000003,3278.257166222028,8.925085015714965,397.05784260113757
User100234,3.0,214.0,252.0,256.8066666666667,1163.8722451160786,4.625098657137164,272.0241310117509
User100257,20.0,311.0,318.0,596.989,12266.091015250524,22.033576969901855,601.7890716736348
User100418,17.0,348.0,366.0,433.3811764705883,6666.49091369173,16.469843606392843,437.55327342265286
User100464,6.0,363.0,366.0,973.39,5633.263575297864,6.0925008134541665,999.5110437572811
User100487,3.0,350.0,362.0,170.93666666666664,553.6195810171365,3.2963964512012027,181.54952850186555
User10051,8.0,343.0,365.0,732.1800000000001,5527.859425336204,7.999967474390492,746.9506163893673
User100510,2.0,347.0,371.0,351.735,811.1962459712718,2.2893360310131525,383.03592604126095
User10074,2.0,260.0,311.0,240.89999999999998,657.7740277580373,2.703195385176226,263.0403689088919
User10166,1.0,14.0,32.0,183.32,2058.727649534707,10.060231426921698,221.21473252080193
User10189,4.0,77.0,82.0,177.49,2715.1022618169122,15.813244660762427,185.60442333945159
User10258,5.0,207.0,285.0,2596.684,16141.843014353615,6.5125476263161035,2679.324577830249
User10281,1.0,216.0,232.0,194.41,456.1140977607673,2.1043530990788173,234.30308285806876
User10373,1.0,221.0,291.0,310.62,586.3183601259877,1.706287693840022,371.4534158331614
User10396,2.0,258.0,366.0,132.10500000000002,311.5941607356153,2.3189216160219344,145.25341859341307
User10419,5.0,308.0,371.0,291.976,1420.2719589741614,5.083411980866723,302.0225190129837
User10557,1.0,81.0,144.0,302.46000000000004,1080.2377268719124,3.2273513733462487,361.82303361926625
User10626,12.0,363.0,371.0,347.91083333333336,3786.1839243802215,11.602922530525058,352.7422132829102
User10649,4.0,260.0,368.0,436.0775,1759.0049730765372,4.184082493290074,454.4540203377623
User10718,5.0,322.0,332.0,345.096,1863.3724808627403,5.6451936143810295,356.8157012141012
User10741,6.0,316.0,319.0,590.5433333333334,3891.9821133339797,6.934945783108662,606.6677188592646
User10764,1.0,1.0,226.0,87.45,215.48970329204025,2.1554915635301137,108.06954344652154
User10879,3.0,323.0,353.0,346.3,1143.9380820482268,3.3757425908720475,366.316360668418
User10925,1.0,2.0,81.0,356.2,2054.516121411602,5.22266018967835,425.24665373871784
User11017,1.0,44.0,47.0,109.75,974.3878766194754,7.837813596629182,134.38786738890656
User11040,1.0,131.0,201.0,44.349999999999994,126.91328946009642,2.3983358569943216,57.20318640989395
User11086,13.0,344.0,358.0,282.99538461538464,3438.1369627393583,12.96432975175433,286.67922743692037
User11109,1.0,84.0,235.0,793.88,1811.88208175408,2.0796831303482275,941.7939193487215
User11132,1.0,247.0,269.0,211.29999999999998,431.7518777149735,1.8357745979416331,254.23655780815318
User11270,12.0,322.0,326.0,751.1141666666667,9229.554256369105,13.108055516930603,761.1418053857345
User11293,6.0,281.0,289.0,171.50333333333333,1243.2303679374318,7.606284862125741,176.68600242292402
User11339,3.0,266.0,361.0,643.9033333333333,2078.6580472698274,3.3050280076283336,679.8780619488446
User11431,3.0,273.0,359.0,274.82,894.3972110791664,3.3224274438802808,291.0033923744084
User11500,14.0,371.0,372.0,423.07000000000005,5318.3098412181525,13.431367446176406,428.03228343946944
User11546,16.0,342.0,361.0,782.451875,11499.071870434462,15.729727479632007,790.2503754896054
User11569,29.0,369.0,372.0,1578.1727586206894,40167.74020055239,27.366190160730127,1586.6684273899261
User11615,34.0,366.0,373.0,319.2023529411765,9474.569629788715,31.929864034600286,320.7639431111057
User11684,19.0,361.0,368.0,487.7873684210527,8311.09544214404,18.262230502202357,491.957482640594
User11707,10.0,365.0,372.0,1079.057,9852.135813612867,9.7154147222954,1096.2059800621255
User11799,31.0,371.0,372.0,186.00290322580645,5057.002450715193,29.22416652267054,187.05708023692043
User11822,1.0,91.0,323.0,597.8199999999999,1016.9942206995545,1.5475173725799298,710.4051035575103
User11891,3.0,214.0,222.0,373.89000000000004,1900.6181547067908,5.196332191084113,395.3858177925328
User11960,1.0,89.0,148.0,650.6,2252.2816023636515,3.1509193973064713,772.6957375341508
User11983,9.0,343.0,358.0,1370.9688888888888,11758.447363660896,9.111076268364014,1395.0938308236318
User12029,4.0,319.0,331.0,1540.3125,6854.830060189676,4.624010867204801,1602.5108086257874
User12052,6.0,292.0,332.0,366.97499999999997,2331.1069922343972,6.67947923262175,377.2617058116352
User12075,4.0,362.0,366.0,438.8675,1779.3833151319195,4.205711214738049,457.35474204946644
User12098,7.0,351.0,368.0,302.5014285714286,2006.3469713010495,6.999712095072515,309.84820476081484
User12121,16.0,330.0,334.0,536.008125,8477.851584152893,16.926408070177143,541.43225360076
User12144,1.0,32.0,239.0,533.26,1201.357814261404,2.0476757654319395,634.2117854534575
User12190,10.0,363.0,367.0,757.5930000000001,7007.36137036103,9.840645452688065,769.7577155623758
User12236,1.0,319.0,372.0,351.13,525.3506359561934,1.3545210933929859,419.2630706719963
User12259,4.0,273.0,288.0,240.7225,1224.8122192081146,5.26768872597094,251.3463178324015
User12282,4.0,236.0,255.0,289.09000000000003,1645.6685375143074,5.897748019955932,301.6332918076161
User12351,1.0,41.0,70.0,303.85,1968.5182975363812,5.854661208227333,363.463503138545
User12374,4.0,231.0,276.0,1764.6125,9306.99015692342,5.480595900461506,1835.7121992835769
User12443,11.0,364.0,366.0,419.8027272727273,4260.732444775421,10.809474810244465,426.0914212913241
User12466,8.0,267.0,285.0,327.91875,3125.9109950441257,10.09214195458524,334.8238442564564
User12489,42.0,362.0,371.0,2787.081666666667,102329.44501423898,39.5436820290606,2797.348881649909
User12512,8.0,323.0,373.0,203.7475,1509.7710195414543,7.837490590144741,208.23665230024326
User12558,6.0,331.0,360.0,1139.3,6696.6015293438495,6.18847074969373,1169.7531843022248
User12581,7.0,363.0,373.0,376.99142857142857,2467.7173443067245,6.910860842281082,385.9991838632912
User12604,1.0,91.0,288.0,196.73000000000002,377.78987098019655,1.7228589247351833,237.04113270319584
User12696,16.0,261.0,264.0,311.14437499999997,6132.540461978984,21.085222148581906,314.40204506074673
User12742,3.0,31.0,319.0,438.78999999999996,1593.1229402517458,3.713415584294173,463.76594709137464
User12765,115.0,373.0,373.0,294.59113043478266,29198.250328579787,106.9868736115589,295.0186367920494
User12788,6.0,278.0,282.0,192.18833333333336,1424.7607351676284,7.7820652885310455,197.91111650388459
User12926,1.0,352.0,373.0,115.05,175.78284888102388,1.3510823549502085,140.64289505234336
User12972,2.0,266.0,322.0,810.94,2130.456695448153,2.616478854159938,880.1944031736609
User12995,4.0,220.0,297.0,519.58,2562.941017198578,5.118556573554746,541.2703338616236
User13064,3.0,333.0,366.0,1132.6433333333332,3605.8489573465235,3.2623164153799906,1194.8257413558706
User13110,4.0,321.0,373.0,313.34000000000003,1249.0269467063742,4.130971598690101,326.8456579398113
User13156,3.0,83.0,86.0,115.24666666666667,1342.0839055124572,11.80715828047123,122.87326655036317
User13202,3.0,116.0,120.0,325.6333333333334,2855.164092191901,8.958033269358477,344.5414864181448
User13225,1.0,45.0,232.0,148.95999999999998,351.6943243414403,2.104353097792828,180.66327015935127
User13248,3.0,209.0,305.0,335.14,1270.294472123655,3.872936065483642,354.55792857327043
User13317,10.0,356.0,367.0,385.23,3565.059091682176,9.840645452688065,391.6212675808903
User13340,3.0,288.0,359.0,259.5933333333333,845.0886367450205,3.3224274438802808,274.96022695904577
User13386,1.0,167.0,184.0,254.84,734.3228227253258,2.597318742038004,305.62220016023593
User13455,7.0,359.0,359.0,248.32571428571427,1686.7583115999214,7.165538132989877,254.46447961068503
User13524,2.0,200.0,274.0,246.03,755.93351050104,3.0423545264318173,268.59436546313066
User13547,3.0,239.0,284.0,168.51666666666668,685.4827654874482,4.139684183748535,178.99976096868843
User13570,3.0,90.0,161.0,194.21666666666667,1322.8165174762075,6.9389118711239846,206.0778707218508
